  Z(cm)          B(V/cm)        Bz(0,0)        By(0,Y1)       Bx(0,y1)      By(x1,0)        Bx(x1,0)       Bx(x2,y2)         Bz(x2,y2)     By(x2,y2)
  86.38000       57.16732       57.16732     -0.8683566       0.000000       0.000000     -0.8683566     -0.2522655     -0.8422359     -0.2522655    
  86.50000       59.51428       59.51428     -0.8538399       0.000000       0.000000     -0.8538399     -0.2538033     -0.8557627     -0.2538033    
  86.62000       61.93738       61.93738     -0.8390356       0.000000       0.000000     -0.8390356     -0.2557714     -0.8697985     -0.2557714    
  86.74000       64.44698       64.44698     -0.8239280       0.000000       0.000000     -0.8239280     -0.2583199     -0.8850532     -0.2583199    
  86.86000       67.03214       67.03214     -0.8086236       0.000000       0.000000     -0.8086236     -0.2614613     -0.9006284     -0.2614613    
  86.98000       69.69174       69.69174     -0.7930951       0.000000       0.000000     -0.7930951     -0.2652900     -0.9161686     -0.2652900    
  87.10000       72.42482       72.42482     -0.7774216       0.000000       0.000000     -0.7774216     -0.2698866     -0.9329359     -0.2698866    
  87.22000       75.23000       75.23000     -0.7615857       0.000000       0.000000     -0.7615857     -0.2753915     -0.9499668     -0.2753915    
  87.34000       78.11493       78.11493     -0.7456112       0.000000       0.000000     -0.7456112     -0.2820592     -0.9672272     -0.2820592    
  87.46000       81.06752       81.06752     -0.7295750       0.000000       0.000000     -0.7295750     -0.2898590     -0.9854511     -0.2898590    
  87.58000       84.08490       84.08490     -0.7134663       0.000000       0.000000     -0.7134663     -0.2989391      -1.003871     -0.2989391    
  87.70000       87.16418       87.16418     -0.6973559       0.000000       0.000000     -0.6973559     -0.3094359      -1.022830     -0.3094359    
  87.82000       90.30217       90.30217     -0.6812258       0.000000       0.000000     -0.6812258     -0.3215225      -1.040965     -0.3215225    
  87.94000       93.50215       93.50215     -0.6651291       0.000000       0.000000     -0.6651291     -0.3356453      -1.058228     -0.3356453    
  88.06000       96.75207       96.75207      -439.5482       0.000000       0.000000      -439.5482      -242.2966      -2.623788      -242.2966    
  88.18000       100.0473       100.0473      -1097.838       0.000000       0.000000      -1097.838      -606.3677      -20.63888      -606.3677    
  88.30000       103.3830       103.3830      -1098.068       0.000000       0.000000      -1098.068      -611.3197      -51.78006      -611.3197    
  88.42000       106.7543       106.7543      -1098.517       0.000000       0.000000      -1098.517      -620.8062      -81.95589      -620.8062    
  88.54000       110.1590       110.1590      -1099.221       0.000000       0.000000      -1099.221      -636.2052      -110.2825      -636.2052    
  88.66000       113.5870       113.5870      -1100.156       0.000000       0.000000      -1100.156      -656.9675      -135.5987      -656.9675    
  88.78000       117.0321       117.0321      -1101.313       0.000000       0.000000      -1101.313      -684.2639      -155.8218      -684.2639    
  88.90000       120.4883       120.4883      -1102.686       0.000000       0.000000      -1102.686      -718.3444      -167.2091      -718.3444    
  89.02000       123.9495       123.9495      -1104.276       0.000000       0.000000      -1104.276      -759.0447      -165.3649      -759.0447    
  89.14000       127.4082       127.4082      -1106.149       0.000000       0.000000      -1106.149      -803.7155      -136.8430      -803.7155    
  89.26000       130.8577       130.8577      -1108.199       0.000000       0.000000      -1108.199      -840.7766      -77.39825      -840.7766    
  89.38000       134.2915       134.2915      -445.0073       0.000000       0.000000      -445.0073      -342.1517      -15.17058      -342.1517    
  89.50000       137.7032       137.7032      -3.074909       0.000000       0.000000      -3.074909     -0.8507091     -0.1792530     -0.8507091    
  89.62000       141.0867       141.0867      -3.636380       0.000000       0.000000      -3.636380      -1.103238     -0.1131382      -1.103238    
  89.74000       144.4299       144.4299      -3.335511       0.000000       0.000000      -3.335511      -1.251449     -0.3035762      -1.251449    
  89.86000       147.7309       147.7309      -3.234990       0.000000       0.000000      -3.234990      -1.330978     -0.3760261      -1.330978    
  89.98000       150.9842       150.9842      -3.137479       0.000000       0.000000      -3.137479      -1.375431     -0.5051433      -1.375431    
  90.10000       154.1839       154.1839      -3.040147       0.000000       0.000000      -3.040147      -1.391311     -0.5565405      -1.391311    
  90.22000       157.3245       157.3245      -2.941952       0.000000       0.000000      -2.941952      -1.389998     -0.6396738      -1.389998    
  90.34000       160.3914       160.3914      -2.846023       0.000000       0.000000      -2.846023      -1.378084     -0.7024356      -1.378084    
  90.46000       163.3880       163.3880      -2.747731       0.000000       0.000000      -2.747731      -1.356785     -0.6289688      -1.356785    
  90.58000       166.3099       166.3099      -2.649490       0.000000       0.000000      -2.649490      -1.330288     -0.5940251      -1.330288    
  90.70000       169.1530       169.1530      -2.552871       0.000000       0.000000      -2.552871      -1.298503     -0.8034768      -1.298503    
  90.82000       171.9132       171.9132      -2.455570       0.000000       0.000000      -2.455570      -1.263193     -0.8642243      -1.263193    
  90.94000       174.5743       174.5743      -2.358675       0.000000       0.000000      -2.358675      -1.223480     -0.7307398      -1.223480    
  91.06000       177.1448       177.1448      -2.261167       0.000000       0.000000      -2.261167      -1.182053     -0.8458117      -1.182053    
  91.18000       179.6219       179.6219      -2.164224       0.000000       0.000000      -2.164224      -1.137852     -0.8260074      -1.137852    
  91.30000       182.0031       182.0031      -2.066821       0.000000       0.000000      -2.066821      -1.093261     -0.8352234      -1.093261    
  91.42000       184.2858       184.2858      -1.969103       0.000000       0.000000      -1.969103      -1.045578     -0.8871781      -1.045578    
  91.54000       186.4538       186.4538      -1.871322       0.000000       0.000000      -1.871322     -0.9997340     -0.6119344     -0.9997340    
  91.66000       188.5189       188.5189      -1.773713       0.000000       0.000000      -1.773713     -0.9502605     -0.8600752     -0.9502605    
  91.78000       190.4801       190.4801      -1.675733       0.000000       0.000000      -1.675733     -0.9003145     -0.8332331     -0.9003145    
  91.90000       192.3359       192.3359      -1.578400       0.000000       0.000000      -1.578400     -0.8493589     -0.6605351     -0.8493589    
  92.02000       194.0852       194.0852      -1.479887       0.000000       0.000000      -1.479887     -0.7982388     -0.8842074     -0.7982388    
  92.14000       195.7120       195.7120      -1.382756       0.000000       0.000000      -1.382756     -0.7463974     -0.6923362     -0.7463974    
  92.26000       197.2304       197.2304      -1.284453       0.000000       0.000000      -1.284453     -0.6941563     -0.7851292     -0.6941563    
  92.38000       198.6402       198.6402      -1.185824       0.000000       0.000000      -1.185824     -0.6416771     -0.8528642     -0.6416771    
  92.50000       199.9410       199.9410      -1.087321       0.000000       0.000000      -1.087321     -0.5894129     -0.7371418     -0.5894129    
  92.62000       201.1322       201.1322     -0.9891350       0.000000       0.000000     -0.9891350     -0.5393041     -0.6195188     -0.5393041    
  92.74000       202.1984       202.1984     -0.8901378       0.000000       0.000000     -0.8901378     -0.4840946     -0.8226391     -0.4840946    
  92.86000       203.1547       203.1547     -0.7910489       0.000000       0.000000     -0.7910489     -0.4298762     -0.8251877     -0.4298762    
  92.98000       204.0012       204.0012     -0.6920776       0.000000       0.000000     -0.6920776     -0.3766329     -0.7908577     -0.3766329    
  93.10000       204.7379       204.7379     -0.5934868       0.000000       0.000000     -0.5934868     -0.3227148     -0.7893217     -0.3227148    
  93.22000       205.3646       205.3646     -0.4945404       0.000000       0.000000     -0.4945404     -0.2683655     -0.9796107     -0.2683655    
  93.34000       205.8661       205.8661     -0.3954122       0.000000       0.000000     -0.3954122     -0.2150669     -0.7748328     -0.2150669    
  93.46000       206.2577       206.2577     -0.2960024       0.000000       0.000000     -0.2960024     -0.1611444     -0.7821090     -0.1611444    
  93.58000       206.5396       206.5396     -0.1970228       0.000000       0.000000     -0.1970228     -0.1071938     -0.7691293     -0.1071938    
  93.70000       206.7119       206.7119     -0.9786522E-01   0.000000       0.000000     -0.9786522E-01 -0.5377373E-01 -0.8572630     -0.5377373E-01
  93.82000       206.7743       206.7743      0.1932661E-02   0.000000       0.000000      0.1932661E-02 -0.1678281E-02 -0.8440946     -0.1678281E-02
  93.94000       206.7117       206.7117      0.1010164       0.000000       0.000000      0.1010164      0.5476201E-01 -0.9550178      0.5476201E-01
  94.06000       206.5393       206.5393      0.2003289       0.000000       0.000000      0.2003289      0.1078982     -0.8110421      0.1078982    
  94.18000       206.2572       206.2572      0.2995004       0.000000       0.000000      0.2995004      0.1617150     -0.9021162      0.1617150    
  94.30000       205.8655       205.8655      0.3984187       0.000000       0.000000      0.3984187      0.2160695     -0.6929369      0.2160695    
  94.42000       205.3638       205.3638      0.4977455       0.000000       0.000000      0.4977455      0.2681823     -0.7128608      0.2681823    
  94.54000       204.7370       204.7370      0.5964479       0.000000       0.000000      0.5964479      0.3240556     -0.8007920      0.3240556    
  94.66000       204.0001       204.0001      0.6955018       0.000000       0.000000      0.6955018      0.3772134     -0.8107024      0.3772134    
  94.78000       203.1534       203.1534      0.7944469       0.000000       0.000000      0.7944469      0.4311683     -0.8714913      0.4311683    
  94.90000       202.1970       202.1970      0.8934969       0.000000       0.000000      0.8934969      0.4851404     -0.9392931      0.4851404    
  95.02000       201.1306       201.1306      0.9925084       0.000000       0.000000      0.9925084      0.5384551     -0.8724045      0.5384551    
  95.14000       199.9393       199.9393       1.090499       0.000000       0.000000       1.090499      0.5911320     -0.8239833      0.5911320    
  95.26000       198.6383       198.6383       1.188945       0.000000       0.000000       1.188945      0.6442189     -0.8366897      0.6442189    
  95.38000       197.2284       197.2284       1.287087       0.000000       0.000000       1.287087      0.6964318     -0.8166320      0.6964318    
  95.50000       195.7097       195.7097       1.385421       0.000000       0.000000       1.385421      0.7484292     -0.7833484      0.7484292    
  95.62000       194.0827       194.0827       1.483421       0.000000       0.000000       1.483421      0.8007764     -0.7569018      0.8007764    
  95.74000       192.3334       192.3334       1.581663       0.000000       0.000000       1.581663      0.8514443     -0.9792542      0.8514443    
  95.86000       190.4773       190.4773       1.679790       0.000000       0.000000       1.679790      0.9022416     -0.8924939      0.9022416    
  95.98000       188.5160       188.5160       1.777585       0.000000       0.000000       1.777585      0.9510997     -0.8644811      0.9510997    
  96.10000       186.4507       186.4507       1.874880       0.000000       0.000000       1.874880       1.001405     -0.8566347       1.001405    
  96.22000       184.2825       184.2825       1.972994       0.000000       0.000000       1.972994       1.048435     -0.8895870       1.048435    
  96.34000       181.9997       181.9997       2.070098       0.000000       0.000000       2.070098       1.095144     -0.7544107       1.095144    
  96.46000       179.6183       179.6183       2.167658       0.000000       0.000000       2.167658       1.140038     -0.7378376       1.140038    
  96.58000       177.1410       177.1410       2.264585       0.000000       0.000000       2.264585       1.183543     -0.6437173       1.183543    
  96.70000       174.5703       174.5703       2.361335       0.000000       0.000000       2.361335       1.227607     -0.6693373       1.227607    
  96.82000       171.9090       171.9090       2.458662       0.000000       0.000000       2.458662       1.264874     -0.8426957       1.264874    
  96.94000       169.1488       169.1488       2.556280       0.000000       0.000000       2.556280       1.299961     -0.6797925       1.299961    
  97.06000       166.3055       166.3055       2.653447       0.000000       0.000000       2.653447       1.331865     -0.7145213       1.331865    
  97.18000       163.3834       163.3834       2.750709       0.000000       0.000000       2.750709       1.358392     -0.6072052       1.358392    
  97.30000       160.3867       160.3867       2.847663       0.000000       0.000000       2.847663       1.379693     -0.5411641       1.379693    
  97.42000       157.3196       157.3196       2.944122       0.000000       0.000000       2.944122       1.392102     -0.6865735       1.392102    
  97.54000       154.1789       154.1789       3.042943       0.000000       0.000000       3.042943       1.391466     -0.5771722       1.391466    
  97.66000       150.9791       150.9791       3.141369       0.000000       0.000000       3.141369       1.374860     -0.5990451       1.374860    
  97.78000       147.7258       147.7258       3.239330       0.000000       0.000000       3.239330       1.332694     -0.5046156       1.332694    
  97.90000       144.4247       144.4247       3.336761       0.000000       0.000000       3.336761       1.252452     -0.2805572       1.252452    
  98.02000       141.0813       141.0813       3.640599       0.000000       0.000000       3.640599       1.103674     -0.2695771       1.103674    
  98.14000       137.6979       137.6979       3.076435       0.000000       0.000000       3.076435      0.8556149     -0.2143814      0.8556149    
  98.26000       134.2860       134.2860       445.0999       0.000000       0.000000       445.0999       342.5790      -15.32770       342.5790    
  98.38000       130.8522       130.8522       1108.210       0.000000       0.000000       1108.210       841.4798      -78.15842       841.4798    
  98.50000       127.4028       127.4028       1106.159       0.000000       0.000000       1106.159       804.1233      -137.4125       804.1233    
  98.62000       123.9439       123.9439       1104.277       0.000000       0.000000       1104.277       758.8912      -165.1798       758.8912    
  98.74000       120.4828       120.4828       1102.684       0.000000       0.000000       1102.684       718.1625      -167.9342       718.1625    
  98.86000       117.0266       117.0266       1101.303       0.000000       0.000000       1101.303       683.8089      -155.8430       683.8089    
  98.98000       113.5815       113.5815       1100.139       0.000000       0.000000       1100.139       656.7429      -135.6601       656.7429    
  99.10000       110.1537       110.1537       1099.211       0.000000       0.000000       1099.211       635.8342      -110.3791       635.8342    
  99.22000       106.7489       106.7489       1098.491       0.000000       0.000000       1098.491       620.6164      -81.93282       620.6164    
  99.34000       103.3777       103.3777       1098.037       0.000000       0.000000       1098.037       611.1420      -51.82458       611.1420    
  99.46000       100.0420       100.0420       1097.804       0.000000       0.000000       1097.804       606.1901      -20.67288       606.1901    
  99.58000       96.74687       96.74687       439.4464       0.000000       0.000000       439.4464       242.1773      -2.625418       242.1773    
  99.70000       93.49708       93.49708      0.6652490       0.000000       0.000000      0.6652490      0.3356214      -1.058396      0.3356214    
  99.82000       90.29711       90.29711      0.6813201       0.000000       0.000000      0.6813201      0.3214725      -1.038777      0.3214725    
  99.94000       87.15926       87.15926      0.6974415       0.000000       0.000000      0.6974415      0.3094096      -1.021886      0.3094096    
  100.0600       84.08009       84.08009      0.7135663       0.000000       0.000000      0.7135663      0.2989215      -1.003785      0.2989215    
  100.1800       81.06279       81.06279      0.7296648       0.000000       0.000000      0.7296648      0.2898302     -0.9857582      0.2898302    
  100.3000       78.11036       78.11036      0.7457186       0.000000       0.000000      0.7457186      0.2820290     -0.9670946      0.2820290    
  100.4200       75.22550       75.22550      0.7616778       0.000000       0.000000      0.7616778      0.2753949     -0.9504201      0.2753949    
  100.5400       72.42045       72.42045      0.7775096       0.000000       0.000000      0.7775096      0.2698932     -0.9320141      0.2698932    
  100.6600       69.68752       69.68752      0.7931985       0.000000       0.000000      0.7931985      0.2652853     -0.9156460      0.2652853    
  100.7800       67.02799       67.02799      0.8087132       0.000000       0.000000      0.8087132      0.2614599     -0.9000028      0.2614599    
  100.9000       64.44299       64.44299      0.8240395       0.000000       0.000000      0.8240395      0.2583162     -0.8850788      0.2583162    
  101.0200       61.93348       61.93348      0.8391328       0.000000       0.000000      0.8391328      0.2557616     -0.8695912      0.2557616    
  101.1400       59.51048       59.51048      0.8539326       0.000000       0.000000      0.8539326      0.2538076     -0.8561932      0.2538076    
  101.2600       57.16367       57.16367      0.8684619       0.000000       0.000000      0.8684619      0.2522769     -0.8422194      0.2522769    
  101.3800       54.89273       54.89273      0.8826849       0.000000       0.000000      0.8826849      0.2511244     -0.8291950      0.2511244    
  101.5000       52.69729       52.69729      0.8965936       0.000000       0.000000      0.8965936      0.2502970     -0.8165137      0.2502970    
  101.6200       50.57694       50.57694      0.9101475       0.000000       0.000000      0.9101475      0.2497413     -0.8047374      0.2497413    
  101.7400       48.54099       48.54099      0.9232929       0.000000       0.000000      0.9232929      0.2494606     -0.7912521      0.2494606    
  101.8600       46.57807       46.57807      0.9360515       0.000000       0.000000      0.9360515      0.2493737     -0.7804882      0.2493737    
  101.9800       44.68681       44.68681      0.9484119       0.000000       0.000000      0.9484119      0.2494460     -0.7693480      0.2494460    
  102.1000       42.86589       42.86589      0.9603715       0.000000       0.000000      0.9603715      0.2496628     -0.7584249      0.2496628    
  102.2200       41.11403       41.11403      0.9718859       0.000000       0.000000      0.9718859      0.2499938     -0.7478014      0.2499938    
  102.3400       39.43877       39.43877      0.9829017       0.000000       0.000000      0.9829017      0.2504357     -0.7377107      0.2504357    
  102.4600       37.82895       37.82895      0.9934667       0.000000       0.000000      0.9934667      0.2509572     -0.7278119      0.2509572    
  102.5800       36.28269       36.28269       1.003554       0.000000       0.000000       1.003554      0.2515410     -0.7185262      0.2515410    
  102.7000       34.79822       34.79822       1.013176       0.000000       0.000000       1.013176      0.2521811     -0.7089758      0.2521811    
  102.8200       33.37386       33.37386       1.022315       0.000000       0.000000       1.022315      0.2528612     -0.6995109      0.2528612    
  102.9400       32.01555       32.01555       1.030894       0.000000       0.000000       1.030894      0.2535697     -0.6901270      0.2535697    
  103.0600       30.71317       30.71317       1.038983       0.000000       0.000000       1.038983      0.2543001     -0.6818163      0.2543001    
  103.1800       29.46473       29.46473       1.046570       0.000000       0.000000       1.046570      0.2550423     -0.6733694      0.2550423    
  103.3000       28.26836       28.26836       1.053667       0.000000       0.000000       1.053667      0.2557971     -0.6655319      0.2557971    
  103.4200       27.12233       27.12233       1.060255       0.000000       0.000000       1.060255      0.2565480     -0.6572115      0.2565480    
  103.5400       26.03124       26.03124       1.066271       0.000000       0.000000       1.066271      0.2572957     -0.6488073      0.2572957    
  103.6600       24.98639       24.98639       1.071787       0.000000       0.000000       1.071787      0.2580362     -0.6409276      0.2580362    
  103.7800       23.98593       23.98593       1.076802       0.000000       0.000000       1.076802      0.2587637     -0.6322352      0.2587637    
  103.9000       23.02809       23.02809       1.081320       0.000000       0.000000       1.081320      0.2594678     -0.6249902      0.2594678    
  104.0200       22.11131       22.11131       1.085346       0.000000       0.000000       1.085346      0.2601551     -0.6174924      0.2601551    
  104.1400       21.23912       21.23912       1.088809       0.000000       0.000000       1.088809      0.2608175     -0.6095939      0.2608175    
  104.2600       20.40433       20.40433       1.091796       0.000000       0.000000       1.091796      0.2614526     -0.6022727      0.2614526    
  104.3800       19.60529       19.60529       1.094302       0.000000       0.000000       1.094302      0.2620611     -0.5949513      0.2620611    
  104.5000       18.84051       18.84051       1.096337       0.000000       0.000000       1.096337      0.2626396     -0.5879464      0.2626396    
  104.6200       18.10861       18.10861       1.097894       0.000000       0.000000       1.097894      0.2631923     -0.5800968      0.2631923    
  104.7400       17.41235       17.41235       1.098955       0.000000       0.000000       1.098955      0.2636974     -0.5726413      0.2636974    
  104.8600       16.74588       16.74588       1.099560       0.000000       0.000000       1.099560      0.2641686     -0.5654719      0.2641686    
  104.9800       16.10785       16.10785       1.099728       0.000000       0.000000       1.099728      0.2646087     -0.5584676      0.2646087    
  105.1000       15.49702       15.49702       1.099470       0.000000       0.000000       1.099470      0.2650134     -0.5523475      0.2650134    
  105.2200       14.91225       14.91225       1.098787       0.000000       0.000000       1.098787      0.2653793     -0.5445357      0.2653793    
  105.3400       14.35568       14.35568       1.097648       0.000000       0.000000       1.097648      0.2656969     -0.5386040      0.2656969    
  105.4600       13.82266       13.82266       1.096109       0.000000       0.000000       1.096109      0.2659789     -0.5314081      0.2659789    
  105.5800       13.31209       13.31209       1.094185       0.000000       0.000000       1.094185      0.2662233     -0.5249024      0.2662233    
  105.7000       12.82297       12.82297       1.091887       0.000000       0.000000       1.091887      0.2664217     -0.5185642      0.2664217    
  105.8200       12.35439       12.35439       1.089233       0.000000       0.000000       1.089233      0.2665803     -0.5108413      0.2665803    
  105.9400       11.90802       11.90802       1.086161       0.000000       0.000000       1.086161      0.2666952     -0.5045245      0.2666952    
  106.0600       11.48019       11.48019       1.082767       0.000000       0.000000       1.082767      0.2667695     -0.4979247      0.2667695    
  106.1800       11.07003       11.07003       1.079041       0.000000       0.000000       1.079041      0.2668045     -0.4922529      0.2668045    
  106.3000       10.67674       10.67674       1.075001       0.000000       0.000000       1.075001      0.2667966     -0.4859386      0.2667966    
  106.4200       10.29962       10.29962       1.070653       0.000000       0.000000       1.070653      0.2667499     -0.4791807      0.2667499    
  106.5400       9.939962       9.939962       1.065978       0.000000       0.000000       1.065978      0.2666537     -0.4729498      0.2666537    
  106.6600       9.594890       9.594890       1.061027       0.000000       0.000000       1.061027      0.2665170     -0.4668835      0.2665170    
  106.7800       9.263719       9.263719       1.055806       0.000000       0.000000       1.055806      0.2663385     -0.4601405      0.2663385    
  106.9000       8.945828       8.945828       1.050331       0.000000       0.000000       1.050331      0.2661248     -0.4543737      0.2661248    
  107.0200       8.640662       8.640662       1.044611       0.000000       0.000000       1.044611      0.2658752     -0.4490414      0.2658752    
  107.1400       8.349257       8.349257       1.038629       0.000000       0.000000       1.038629      0.2655711     -0.4417379      0.2655711    
  107.2600       8.069342       8.069342       1.032425       0.000000       0.000000       1.032425      0.2652345     -0.4356845      0.2652345    
  107.3800       7.800388       7.800388       1.026016       0.000000       0.000000       1.026016      0.2648587     -0.4299005      0.2648587    
  107.5000       7.541911       7.541911       1.019405       0.000000       0.000000       1.019405      0.2644407     -0.4241225      0.2644407    
  107.6200       7.293478       7.293478       1.012604       0.000000       0.000000       1.012604      0.2639901     -0.4185461      0.2639901    
  107.7400       7.055916       7.055916       1.005612       0.000000       0.000000       1.005612      0.2634940     -0.4123163      0.2634940    
  107.8600       6.827440       6.827440      0.9984526       0.000000       0.000000      0.9984526      0.2629650     -0.4062402      0.2629650    
  107.9800       6.607637       6.607637      0.9911351       0.000000       0.000000      0.9911351      0.2624027     -0.4011951      0.2624027    
  108.1000       6.396131       6.396131      0.9836786       0.000000       0.000000      0.9836786      0.2617994     -0.3953452      0.2617994    
  108.2200       6.192586       6.192586      0.9760846       0.000000       0.000000      0.9760846      0.2611617     -0.3896043      0.2611617    
  108.3400       5.997665       5.997665      0.9683478       0.000000       0.000000      0.9683478      0.2604910     -0.3833328      0.2604910    
  108.4600       5.809960       5.809960      0.9604998       0.000000       0.000000      0.9604998      0.2597849     -0.3782274      0.2597849    
  108.5800       5.629149       5.629149      0.9525419       0.000000       0.000000      0.9525419      0.2590485     -0.3723846      0.2590485    
  108.7000       5.454939       5.454939      0.9444868       0.000000       0.000000      0.9444868      0.2582797     -0.3678306      0.2582797    
  108.8200       5.287071       5.287071      0.9363474       0.000000       0.000000      0.9363474      0.2574830     -0.3620065      0.2574830    
  108.9400       5.126079       5.126079      0.9281068       0.000000       0.000000      0.9281068      0.2566463     -0.3569915      0.2566463    
  109.0600       4.970847       4.970847      0.9198036       0.000000       0.000000      0.9198036      0.2557846     -0.3512163      0.2557846    
  109.1800       4.821125       4.821125      0.9114339       0.000000       0.000000      0.9114339      0.2548936     -0.3463311      0.2548936    
  109.3000       4.676682       4.676682      0.9030071       0.000000       0.000000      0.9030071      0.2539789     -0.3409441      0.2539789    
  109.4200       4.537319       4.537319      0.8945331       0.000000       0.000000      0.8945331      0.2530371     -0.3357858      0.2530371    
  109.5400       4.403468       4.403468      0.8860059       0.000000       0.000000      0.8860059      0.2520678     -0.3303637      0.2520678    
  109.6600       4.274241       4.274241      0.8774509       0.000000       0.000000      0.8774509      0.2510659     -0.3254417      0.2510659    
  109.7800       4.149441       4.149441      0.8688644       0.000000       0.000000      0.8688644      0.2500450     -0.3205873      0.2500450    
  109.9000       4.028891       4.028891      0.8602589       0.000000       0.000000      0.8602589      0.2490035     -0.3153522      0.2490035    
  110.0200       3.912429       3.912429      0.8516348       0.000000       0.000000      0.8516348      0.2479391     -0.3104043      0.2479391    
  110.1400       3.800414       3.800414      0.8430032       0.000000       0.000000      0.8430032      0.2468451     -0.3053968      0.2468451    
  110.2600       3.692131       3.692131      0.8343650       0.000000       0.000000      0.8343650      0.2457383     -0.3009461      0.2457383    
  110.3800       3.587428       3.587428      0.8257281       0.000000       0.000000      0.8257281      0.2446092     -0.2962994      0.2446092    
  110.5000       3.486162       3.486162      0.8171003       0.000000       0.000000      0.8171003      0.2434616     -0.2915440      0.2434616    
  110.6200       3.388210       3.388210      0.8084828       0.000000       0.000000      0.8084828      0.2422942     -0.2869440      0.2422942    
  110.7400       3.293863       3.293863      0.7998848       0.000000       0.000000      0.7998848      0.2411112     -0.2824020      0.2411112    
  110.8600       3.202549       3.202549      0.7913080       0.000000       0.000000      0.7913080      0.2399103     -0.2777827      0.2399103    
  110.9800       3.114143       3.114143      0.7827593       0.000000       0.000000      0.7827593      0.2386952     -0.2730111      0.2386952    
  111.1000       3.028537       3.028537      0.7742364       0.000000       0.000000      0.7742364      0.2374637     -0.2686982      0.2374637    
  111.2200       2.945629       2.945629      0.7657490       0.000000       0.000000      0.7657490      0.2362176     -0.2644640      0.2362176    
  111.3400       2.865663       2.865663      0.7573025       0.000000       0.000000      0.7573025      0.2349598     -0.2600479      0.2349598    
  111.4600       2.788174       2.788174      0.7489007       0.000000       0.000000      0.7489007      0.2336896     -0.2558877      0.2336896    
  111.5800       2.713064       2.713064      0.7405428       0.000000       0.000000      0.7405428      0.2324103     -0.2517534      0.2324103    
  111.7000       2.640244       2.640244      0.7322313       0.000000       0.000000      0.7322313      0.2311180     -0.2472152      0.2311180    
  111.8200       2.569637       2.569637      0.7239689       0.000000       0.000000      0.7239689      0.2298190     -0.2429398      0.2298190    
  111.9400       2.501442       2.501442      0.7157736       0.000000       0.000000      0.7157736      0.2285039     -0.2391838      0.2285039    
  112.0600       2.435282       2.435282      0.7076325       0.000000       0.000000      0.7076325      0.2271837     -0.2344731      0.2271837    
  112.1800       2.371078       2.371078      0.6995498       0.000000       0.000000      0.6995498      0.2258568     -0.2308505      0.2258568    
  112.3000       2.308759       2.308759      0.6915306       0.000000       0.000000      0.6915306      0.2245269     -0.2268387      0.2245269    
  112.4200       2.248263       2.248263      0.6835754       0.000000       0.000000      0.6835754      0.2231914     -0.2229348      0.2231914    
  112.5400       2.189757       2.189757      0.6756949       0.000000       0.000000      0.6756949      0.2218417     -0.2190919      0.2218417    
  112.6600       2.132931       2.132931      0.6678840       0.000000       0.000000      0.6678840      0.2204979     -0.2152708      0.2204979    
  112.7800       2.077721       2.077721      0.6601422       0.000000       0.000000      0.6601422      0.2191458     -0.2118399      0.2191458    
  112.9000       2.024071       2.024071      0.6524740       0.000000       0.000000      0.6524740      0.2177915     -0.2077926      0.2177915    
  113.0200       1.971930       1.971930      0.6448792       0.000000       0.000000      0.6448792      0.2164360     -0.2039551      0.2164360    
  113.1400       1.921440       1.921440      0.6373684       0.000000       0.000000      0.6373684      0.2150760     -0.2005978      0.2150760    
  113.2600       1.872343       1.872343      0.6299374       0.000000       0.000000      0.6299374      0.2137178     -0.1969990      0.2137178    
  113.3800       1.824589       1.824589      0.6225848       0.000000       0.000000      0.6225848      0.2123587     -0.1933169      0.2123587    
  113.5000       1.778131       1.778131      0.6153101       0.000000       0.000000      0.6153101      0.2110020     -0.1897174      0.2110020    
  113.6200       1.732930       1.732930      0.6081166       0.000000       0.000000      0.6081166      0.2096421     -0.1863763      0.2096421    
  113.7400       1.689102       1.689102      0.6010162       0.000000       0.000000      0.6010162      0.2082923     -0.1831177      0.2082923    
  113.8600       1.646437       1.646437      0.5939990       0.000000       0.000000      0.5939990      0.2069383     -0.1798005      0.2069383    
  113.9800       1.604892       1.604892      0.5870653       0.000000       0.000000      0.5870653      0.2055871     -0.1763154      0.2055871    
  114.1000       1.564429       1.564429      0.5802150       0.000000       0.000000      0.5802150      0.2042410     -0.1730883      0.2042410    
  114.2200       1.525016       1.525016      0.5734522       0.000000       0.000000      0.5734522      0.2028989     -0.1699123      0.2028989    
  114.3400       1.486752       1.486752      0.5667828       0.000000       0.000000      0.5667828      0.2015620     -0.1663986      0.2015620    
  114.4600       1.449461       1.449461      0.5602055       0.000000       0.000000      0.5602055      0.2002319     -0.1634046      0.2002319    
  114.5800       1.413108       1.413108      0.5537131       0.000000       0.000000      0.5537131      0.1989082     -0.1604386      0.1989082    
  114.7000       1.377663       1.377663      0.5473081       0.000000       0.000000      0.5473081      0.1975878     -0.1574283      0.1975878    
  114.8200       1.343097       1.343097      0.5409914       0.000000       0.000000      0.5409914      0.1962736     -0.1542947      0.1962736    
  114.9400       1.309497       1.309497      0.5347748       0.000000       0.000000      0.5347748      0.1949679     -0.1511096      0.1949679    
  115.0600       1.276714       1.276714      0.5286465       0.000000       0.000000      0.5286465      0.1936734     -0.1482591      0.1936734    
  115.1800       1.244719       1.244719      0.5226067       0.000000       0.000000      0.5226067      0.1923870     -0.1452522      0.1923870    
